Grade,Occ_Class,Jurisdiction,Salary,Date
2.4,Junior Officer,ACT,61128,12/12/2019
2.5,Junior Officer,ACT,62598,12/12/2019
3.1,Junior Officer,ACT,64230,12/12/2019
3.2,Junior Officer,ACT,65837,12/12/2019
3.3,Junior Officer,ACT,67438,12/12/2019
3.4,Junior Officer,ACT,69125,12/12/2019
4.1,Junior Officer,ACT,71309,12/12/2019
4.2,Junior Officer,ACT,73494,12/12/2019
4.3,Junior Officer,ACT,75341,12/12/2019
4.4,Junior Officer,ACT,77212,12/12/2019
5.1,Officer,ACT,79253,12/12/2019
5.2,Officer,ACT,81653,12/12/2019
5.3,Officer,ACT,83888,12/12/2019
6.1,Senior Officer,ACT,85394,12/12/2019
6.2,Senior Officer,ACT,87464,12/12/2019
6.3,Senior Officer,ACT,89789,12/12/2019
6.4,Senior Officer,ACT,94182,12/12/2019
6.5,Senior Officer,ACT,97732,12/12/2019
SOGA1,Manager,ACT,147006,12/12/2019
SOGB1,Manager,ACT,126577,12/12/2019
SOGB2,Manager,ACT,133121,12/12/2019
SOGB3,Manager,ACT,142494,12/12/2019
SOGC1,Principal Officer,ACT,107475,12/12/2019
SOGC2,Principal Officer,ACT,115687,12/12/2019
1.1,Junior Officer,ACT,50374,10/06/2020
1.2,Junior Officer,ACT,51980,10/06/2020
1.3,Junior Officer,ACT,53328,10/06/2020
1.4,Junior Officer,ACT,55416,10/06/2020
2.1,Junior Officer,ACT,56689,10/06/2020
2.2,Junior Officer,ACT,58181,10/06/2020
2.3,Junior Officer,ACT,59645,10/06/2020
2.4,Junior Officer,ACT,61128,10/06/2020
2.5,Junior Officer,ACT,62598,10/06/2020
3.1,Junior Officer,ACT,64230,10/06/2020
3.2,Junior Officer,ACT,65837,10/06/2020
3.3,Junior Officer,ACT,67438,10/06/2020
3.4,Junior Officer,ACT,69125,10/06/2020
4.1,Junior Officer,ACT,71309,10/06/2020
4.2,Junior Officer,ACT,73494,10/06/2020
4.3,Junior Officer,ACT,75341,10/06/2020
4.4,Junior Officer,ACT,77212,10/06/2020
5.1,Officer,ACT,79253,10/06/2020
5.2,Officer,ACT,81653,10/06/2020
5.3,Officer,ACT,83888,10/06/2020
6.1,Senior Officer,ACT,85394,10/06/2020
6.2,Senior Officer,ACT,87464,10/06/2020
6.3,Senior Officer,ACT,89789,10/06/2020
6.4,Senior Officer,ACT,94182,10/06/2020
6.5,Senior Officer,ACT,97732,10/06/2020
SOGA1,Manager,ACT,147006,10/06/2020
SOGB1,Manager,ACT,126577,10/06/2020
SOGB2,Manager,ACT,133121,10/06/2020
SOGB3,Manager,ACT,142494,10/06/2020
SOGC1,Principal Officer,ACT,107475,10/06/2020
SOGC2,Principal Officer,ACT,115687,10/06/2020
1.1,Junior Officer,ACT,51054,11/06/2020
1.2,Junior Officer,ACT,52682,11/06/2020
1.3,Junior Officer,ACT,54048,11/06/2020
1.4,Junior Officer,ACT,56164,11/06/2020
2.1,Junior Officer,ACT,57454,11/06/2020
2.2,Junior Officer,ACT,58966,11/06/2020
2.3,Junior Officer,ACT,60450,11/06/2020
2.4,Junior Officer,ACT,61953,11/06/2020
2.5,Junior Officer,ACT,63443,11/06/2020
3.1,Junior Officer,ACT,65097,11/06/2020
3.2,Junior Officer,ACT,66726,11/06/2020
3.3,Junior Officer,ACT,68348,11/06/2020
3.4,Junior Officer,ACT,70058,11/06/2020
4.1,Junior Officer,ACT,72272,11/06/2020
4.2,Junior Officer,ACT,74486,11/06/2020
4.3,Junior Officer,ACT,76358,11/06/2020
4.4,Junior Officer,ACT,78254,11/06/2020
5.1,Officer,ACT,80323,11/06/2020
5.2,Officer,ACT,82755,11/06/2020
5.3,Officer,ACT,85020,11/06/2020
6.1,Senior Officer,ACT,86547,11/06/2020
6.2,Senior Officer,ACT,88645,11/06/2020
6.3,Senior Officer,ACT,91001,11/06/2020
6.4,Senior Officer,ACT,95453,11/06/2020
6.5,Senior Officer,ACT,99051,11/06/2020
SOGA1,Manager,ACT,148991,11/06/2020
SOGB1,Manager,ACT,128286,11/06/2020
SOGB2,Manager,ACT,134918,11/06/2020
SOGB3,Manager,ACT,144418,11/06/2020
SOGC1,Principal Officer,ACT,108926,11/06/2020
SOGC2,Principal Officer,ACT,117249,11/06/2020
1.1,Junior Officer,ACT,51054,9/12/2020
1.2,Junior Officer,ACT,52682,9/12/2020
1.3,Junior Officer,ACT,54048,9/12/2020
1.4,Junior Officer,ACT,56164,9/12/2020
2.1,Junior Officer,ACT,57454,9/12/2020
2.2,Junior Officer,ACT,58966,9/12/2020
2.3,Junior Officer,ACT,60450,9/12/2020
2.4,Junior Officer,ACT,61953,9/12/2020
2.5,Junior Officer,ACT,63443,9/12/2020
3.1,Junior Officer,ACT,65097,9/12/2020
3.2,Junior Officer,ACT,66726,9/12/2020
3.3,Junior Officer,ACT,68348,9/12/2020
3.4,Junior Officer,ACT,70058,9/12/2020
4.1,Junior Officer,ACT,72272,9/12/2020
4.2,Junior Officer,ACT,74486,9/12/2020
4.3,Junior Officer,ACT,76358,9/12/2020
4.4,Junior Officer,ACT,78254,9/12/2020
5.1,Officer,ACT,80323,9/12/2020
5.2,Officer,ACT,82755,9/12/2020
5.3,Officer,ACT,85020,9/12/2020
6.1,Senior Officer,ACT,86547,9/12/2020
6.2,Senior Officer,ACT,88645,9/12/2020
6.3,Senior Officer,ACT,91001,9/12/2020
6.4,Senior Officer,ACT,95453,9/12/2020
6.5,Senior Officer,ACT,99051,9/12/2020
SOGA1,Manager,ACT,148991,9/12/2020
SOGB1,Manager,ACT,128286,9/12/2020
SOGB2,Manager,ACT,134918,9/12/2020
SOGB3,Manager,ACT,144418,9/12/2020
SOGC1,Principal Officer,ACT,108926,9/12/2020
SOGC2,Principal Officer,ACT,117249,9/12/2020
1.1,Junior Officer,ACT,51743,10/12/2020
1.2,Junior Officer,ACT,53393,10/12/2020
1.3,Junior Officer,ACT,54778,10/12/2020
1.4,Junior Officer,ACT,56922,10/12/2020
2.1,Junior Officer,ACT,58230,10/12/2020
2.2,Junior Officer,ACT,59762,10/12/2020
2.3,Junior Officer,ACT,61266,10/12/2020
2.4,Junior Officer,ACT,62789,10/12/2020
2.5,Junior Officer,ACT,64299,10/12/2020
3.1,Junior Officer,ACT,65976,10/12/2020
3.2,Junior Officer,ACT,67627,10/12/2020
3.3,Junior Officer,ACT,69271,10/12/2020
3.4,Junior Officer,ACT,71004,10/12/2020
4.1,Junior Officer,ACT,73248,10/12/2020
4.2,Junior Officer,ACT,75492,10/12/2020
4.3,Junior Officer,ACT,77389,10/12/2020
4.4,Junior Officer,ACT,79310,10/12/2020
5.1,Officer,ACT,81407,10/12/2020
5.2,Officer,ACT,83872,10/12/2020
5.3,Officer,ACT,86168,10/12/2020
6.1,Senior Officer,ACT,87715,10/12/2020
6.2,Senior Officer,ACT,89842,10/12/2020
6.3,Senior Officer,ACT,92230,10/12/2020
6.4,Senior Officer,ACT,96742,10/12/2020
6.5,Senior Officer,ACT,100388,10/12/2020
SOGA1,Manager,ACT,151002,10/12/2020
SOGB1,Manager,ACT,130018,10/12/2020
SOGB2,Manager,ACT,136739,10/12/2020
SOGB3,Manager,ACT,146368,10/12/2020
SOGC1,Principal Officer,ACT,110397,10/12/2020
SOGC2,Principal Officer,ACT,118832,10/12/2020
1.1,Junior Officer,ACT,51743,9/06/2021
1.2,Junior Officer,ACT,53393,9/06/2021
1.3,Junior Officer,ACT,54778,9/06/2021
1.4,Junior Officer,ACT,56922,9/06/2021
2.1,Junior Officer,ACT,58230,9/06/2021
2.2,Junior Officer,ACT,59762,9/06/2021
2.3,Junior Officer,ACT,61266,9/06/2021
2.4,Junior Officer,ACT,62789,9/06/2021
2.5,Junior Officer,ACT,64299,9/06/2021
3.1,Junior Officer,ACT,65976,9/06/2021
3.2,Junior Officer,ACT,67627,9/06/2021
3.3,Junior Officer,ACT,69271,9/06/2021
3.4,Junior Officer,ACT,71004,9/06/2021
4.1,Junior Officer,ACT,73248,9/06/2021
4.2,Junior Officer,ACT,75492,9/06/2021
4.3,Junior Officer,ACT,77389,9/06/2021
4.4,Junior Officer,ACT,79310,9/06/2021
5.1,Officer,ACT,81407,9/06/2021
5.2,Officer,ACT,83872,9/06/2021
5.3,Officer,ACT,86168,9/06/2021
6.1,Senior Officer,ACT,87715,9/06/2021
6.2,Senior Officer,ACT,89842,9/06/2021
6.3,Senior Officer,ACT,92230,9/06/2021
6.4,Senior Officer,ACT,96742,9/06/2021
6.5,Senior Officer,ACT,100388,9/06/2021
SOGA1,Manager,ACT,151002,9/06/2021
SOGB1,Manager,ACT,130018,9/06/2021
SOGB2,Manager,ACT,136739,9/06/2021
SOGB3,Manager,ACT,146368,9/06/2021
SOGC1,Principal Officer,ACT,110397,9/06/2021
SOGC2,Principal Officer,ACT,118832,9/06/2021
1.1,Junior Officer,ACT,52442,10/06/2021
1.2,Junior Officer,ACT,54114,10/06/2021
1.3,Junior Officer,ACT,55518,10/06/2021
1.4,Junior Officer,ACT,57690,10/06/2021
2.1,Junior Officer,ACT,59016,10/06/2021
2.2,Junior Officer,ACT,60569,10/06/2021
2.3,Junior Officer,ACT,62093,10/06/2021
2.4,Junior Officer,ACT,63637,10/06/2021
2.5,Junior Officer,ACT,65167,10/06/2021
3.1,Junior Officer,ACT,66867,10/06/2021
3.2,Junior Officer,ACT,68540,10/06/2021
3.3,Junior Officer,ACT,70206,10/06/2021
3.4,Junior Officer,ACT,71963,10/06/2021
4.1,Junior Officer,ACT,74237,10/06/2021
4.2,Junior Officer,ACT,76511,10/06/2021
4.3,Junior Officer,ACT,78434,10/06/2021
4.4,Junior Officer,ACT,80381,10/06/2021
5.1,Officer,ACT,82506,10/06/2021
5.2,Officer,ACT,85004,10/06/2021
5.3,Officer,ACT,87331,10/06/2021
6.1,Senior Officer,ACT,88899,10/06/2021
6.2,Senior Officer,ACT,91055,10/06/2021
6.3,Senior Officer,ACT,93475,10/06/2021
6.4,Senior Officer,ACT,98048,10/06/2021
6.5,Senior Officer,ACT,101743,10/06/2021
SOGA1,Manager,ACT,153041,10/06/2021
SOGB1,Manager,ACT,131773,10/06/2021
SOGB2,Manager,ACT,138585,10/06/2021
SOGB3,Manager,ACT,148344,10/06/2021
SOGC1,Principal Officer,ACT,111887,10/06/2021
SOGC2,Principal Officer,ACT,120436,10/06/2021
1.1,Junior Officer,ACT,52442,8/12/2021
1.2,Junior Officer,ACT,54114,8/12/2021
1.3,Junior Officer,ACT,55518,8/12/2021
1.4,Junior Officer,ACT,57690,8/12/2021
2.1,Junior Officer,ACT,59016,8/12/2021
2.2,Junior Officer,ACT,60569,8/12/2021
2.3,Junior Officer,ACT,62093,8/12/2021
2.4,Junior Officer,ACT,63637,8/12/2021
2.5,Junior Officer,ACT,65167,8/12/2021
3.1,Junior Officer,ACT,66867,8/12/2021
3.2,Junior Officer,ACT,68540,8/12/2021
3.3,Junior Officer,ACT,70206,8/12/2021
3.4,Junior Officer,ACT,71963,8/12/2021
4.1,Junior Officer,ACT,74237,8/12/2021
4.2,Junior Officer,ACT,76511,8/12/2021
4.3,Junior Officer,ACT,78434,8/12/2021
4.4,Junior Officer,ACT,80381,8/12/2021
5.1,Officer,ACT,82506,8/12/2021
5.2,Officer,ACT,85004,8/12/2021
5.3,Officer,ACT,87331,8/12/2021
6.1,Senior Officer,ACT,88899,8/12/2021
6.2,Senior Officer,ACT,91055,8/12/2021
6.3,Senior Officer,ACT,93475,8/12/2021
6.4,Senior Officer,ACT,98048,8/12/2021
6.5,Senior Officer,ACT,101743,8/12/2021
SOGA1,Manager,ACT,153041,8/12/2021
SOGB1,Manager,ACT,131773,8/12/2021
SOGB2,Manager,ACT,138585,8/12/2021
SOGB3,Manager,ACT,148344,8/12/2021
SOGC1,Principal Officer,ACT,111887,8/12/2021
SOGC2,Principal Officer,ACT,120436,8/12/2021
1.1,Junior Officer,ACT,53150,9/12/2021
1.2,Junior Officer,ACT,54845,9/12/2021
1.3,Junior Officer,ACT,56267,9/12/2021
1.4,Junior Officer,ACT,58469,9/12/2021
2.1,Junior Officer,ACT,59813,9/12/2021
2.2,Junior Officer,ACT,61387,9/12/2021
2.3,Junior Officer,ACT,62931,9/12/2021
2.4,Junior Officer,ACT,64496,9/12/2021
2.5,Junior Officer,ACT,66047,9/12/2021
3.1,Junior Officer,ACT,67770,9/12/2021
3.2,Junior Officer,ACT,69465,9/12/2021
3.3,Junior Officer,ACT,71154,9/12/2021
3.4,Junior Officer,ACT,72935,9/12/2021
4.1,Junior Officer,ACT,75239,9/12/2021
4.2,Junior Officer,ACT,77544,9/12/2021
4.3,Junior Officer,ACT,79493,9/12/2021
4.4,Junior Officer,ACT,81466,9/12/2021
5.1,Officer,ACT,83620,9/12/2021
5.2,Officer,ACT,86152,9/12/2021
5.3,Officer,ACT,88510,9/12/2021
6.1,Senior Officer,ACT,90099,9/12/2021
6.2,Senior Officer,ACT,92284,9/12/2021
6.3,Senior Officer,ACT,94737,9/12/2021
6.4,Senior Officer,ACT,99372,9/12/2021
6.5,Senior Officer,ACT,103117,9/12/2021
SOGA1,Manager,ACT,155107,9/12/2021
SOGB1,Manager,ACT,133552,9/12/2021
SOGB2,Manager,ACT,140456,9/12/2021
SOGB3,Manager,ACT,150347,9/12/2021
SOGC1,Principal Officer,ACT,113397,9/12/2021
SOGC2,Principal Officer,ACT,122062,9/12/2021
1.1,Junior Officer,ACT,53150,8/06/2022
1.2,Junior Officer,ACT,54845,8/06/2022
1.3,Junior Officer,ACT,56267,8/06/2022
1.4,Junior Officer,ACT,58469,8/06/2022
2.1,Junior Officer,ACT,59813,8/06/2022
2.2,Junior Officer,ACT,61387,8/06/2022
2.3,Junior Officer,ACT,62931,8/06/2022
2.4,Junior Officer,ACT,64496,8/06/2022
2.5,Junior Officer,ACT,66047,8/06/2022
3.1,Junior Officer,ACT,67770,8/06/2022
3.2,Junior Officer,ACT,69465,8/06/2022
3.3,Junior Officer,ACT,71154,8/06/2022
3.4,Junior Officer,ACT,72935,8/06/2022
4.1,Junior Officer,ACT,75239,8/06/2022
4.2,Junior Officer,ACT,77544,8/06/2022
4.3,Junior Officer,ACT,79493,8/06/2022
4.4,Junior Officer,ACT,81466,8/06/2022
5.1,Officer,ACT,83620,8/06/2022
5.2,Officer,ACT,86152,8/06/2022
5.3,Officer,ACT,88510,8/06/2022
6.1,Senior Officer,ACT,90099,8/06/2022
6.2,Senior Officer,ACT,92284,8/06/2022
6.3,Senior Officer,ACT,94737,8/06/2022
6.4,Senior Officer,ACT,99372,8/06/2022
6.5,Senior Officer,ACT,103117,8/06/2022
SOGA1,Manager,ACT,155107,8/06/2022
SOGB1,Manager,ACT,133552,8/06/2022
SOGB2,Manager,ACT,140456,8/06/2022
SOGB3,Manager,ACT,150347,8/06/2022
SOGC1,Principal Officer,ACT,113397,8/06/2022
SOGC2,Principal Officer,ACT,122062,8/06/2022
1.1,Junior Officer,ACT,53868,9/06/2022
1.2,Junior Officer,ACT,55585,9/06/2022
1.3,Junior Officer,ACT,57027,9/06/2022
1.4,Junior Officer,ACT,59258,9/06/2022
2.1,Junior Officer,ACT,60620,9/06/2022
2.2,Junior Officer,ACT,62216,9/06/2022
2.3,Junior Officer,ACT,63781,9/06/2022
2.4,Junior Officer,ACT,65367,9/06/2022
2.5,Junior Officer,ACT,66939,9/06/2022
3.1,Junior Officer,ACT,68685,9/06/2022
3.2,Junior Officer,ACT,70403,9/06/2022
3.3,Junior Officer,ACT,72115,9/06/2022
3.4,Junior Officer,ACT,73920,9/06/2022
4.1,Junior Officer,ACT,76255,9/06/2022
4.2,Junior Officer,ACT,78591,9/06/2022
4.3,Junior Officer,ACT,80566,9/06/2022
4.4,Junior Officer,ACT,82566,9/06/2022
5.1,Officer,ACT,84749,9/06/2022
5.2,Officer,ACT,87315,9/06/2022
5.3,Officer,ACT,89705,9/06/2022
6.1,Senior Officer,ACT,91315,9/06/2022
6.2,Senior Officer,ACT,93530,9/06/2022
6.3,Senior Officer,ACT,96016,9/06/2022
6.4,Senior Officer,ACT,100714,9/06/2022
6.5,Senior Officer,ACT,104509,9/06/2022
SOGA1,Manager,ACT,157201,9/06/2022
SOGB1,Manager,ACT,135355,9/06/2022
SOGB2,Manager,ACT,142352,9/06/2022
SOGB3,Manager,ACT,152377,9/06/2022
SOGC1,Principal Officer,ACT,114928,9/06/2022
SOGC2,Principal Officer,ACT,123710,9/06/2022
APS 1,Junior Officer,Commonwealth,47004,31/12/2014
APS 2,Junior Officer,Commonwealth,54588,31/12/2014
APS 3,Junior Officer,Commonwealth,61512,31/12/2014
APS 4,Officer,Commonwealth,69239,31/12/2014
APS 5,Officer,Commonwealth,74331,31/12/2014
APS 6,Senior Officer,Commonwealth,86844,31/12/2014
EL 1,Principal Officer,Commonwealth,108013,31/12/2014
EL 2,Manager,Commonwealth,133905,31/12/2014
Graduate,Junior Officer,Commonwealth,60158,31/12/2014
APS 1,Junior Officer,Commonwealth,47004,30/12/2015
APS 2,Junior Officer,Commonwealth,54588,30/12/2015
APS 3,Junior Officer,Commonwealth,61512,30/12/2015
APS 4,Officer,Commonwealth,69239,30/12/2015
APS 5,Officer,Commonwealth,74331,30/12/2015
APS 6,Senior Officer,Commonwealth,86844,30/12/2015
EL 1,Principal Officer,Commonwealth,108013,30/12/2015
EL 2,Manager,Commonwealth,133905,30/12/2015
Graduate,Junior Officer,Commonwealth,60158,30/12/2015
APS 1,Junior Officer,Commonwealth,47736,31/12/2015
APS 2,Junior Officer,Commonwealth,54588,31/12/2015
APS 3,Junior Officer,Commonwealth,61512,31/12/2015
APS 4,Officer,Commonwealth,69239,31/12/2015
APS 5,Officer,Commonwealth,74451,31/12/2015
APS 6,Senior Officer,Commonwealth,86923,31/12/2015
EL 1,Principal Officer,Commonwealth,108382,31/12/2015
EL 2,Manager,Commonwealth,133905,31/12/2015
Graduate,Junior Officer,Commonwealth,60158,31/12/2015
APS 1,Junior Officer,Commonwealth,47736,30/12/2016
APS 2,Junior Officer,Commonwealth,54588,30/12/2016
APS 3,Junior Officer,Commonwealth,61512,30/12/2016
APS 4,Officer,Commonwealth,69239,30/12/2016
APS 5,Officer,Commonwealth,74451,30/12/2016
APS 6,Senior Officer,Commonwealth,86923,30/12/2016
EL 1,Principal Officer,Commonwealth,108382,30/12/2016
EL 2,Manager,Commonwealth,133905,30/12/2016
Graduate,Junior Officer,Commonwealth,60158,30/12/2016
APS 1,Junior Officer,Commonwealth,47567,31/12/2016
APS 2,Junior Officer,Commonwealth,54588,31/12/2016
APS 3,Junior Officer,Commonwealth,61512,31/12/2016
APS 4,Officer,Commonwealth,69239,31/12/2016
APS 5,Officer,Commonwealth,74451,31/12/2016
APS 6,Senior Officer,Commonwealth,87263,31/12/2016
EL 1,Principal Officer,Commonwealth,108796,31/12/2016
EL 2,Manager,Commonwealth,135583,31/12/2016
Graduate,Junior Officer,Commonwealth,62493,31/12/2016
APS 1,Junior Officer,Commonwealth,47567,30/12/2017
APS 2,Junior Officer,Commonwealth,54588,30/12/2017
APS 3,Junior Officer,Commonwealth,61512,30/12/2017
APS 4,Officer,Commonwealth,69239,30/12/2017
APS 5,Officer,Commonwealth,74451,30/12/2017
APS 6,Senior Officer,Commonwealth,87263,30/12/2017
EL 1,Principal Officer,Commonwealth,108796,30/12/2017
EL 2,Manager,Commonwealth,135583,30/12/2017
Graduate,Junior Officer,Commonwealth,62493,30/12/2017
APS 1,Junior Officer,Commonwealth,48194,31/12/2017
APS 2,Junior Officer,Commonwealth,56220,31/12/2017
APS 3,Junior Officer,Commonwealth,61970,31/12/2017
APS 4,Officer,Commonwealth,71317,31/12/2017
APS 5,Officer,Commonwealth,76561,31/12/2017
APS 6,Senior Officer,Commonwealth,89449,31/12/2017
EL 1,Principal Officer,Commonwealth,111633,31/12/2017
EL 2,Manager,Commonwealth,138195,31/12/2017
Graduate,Junior Officer,Commonwealth,65133,31/12/2017
APS 1,Junior Officer,Commonwealth,48194,30/12/2018
APS 2,Junior Officer,Commonwealth,56220,30/12/2018
APS 3,Junior Officer,Commonwealth,61970,30/12/2018
APS 4,Officer,Commonwealth,71317,30/12/2018
APS 5,Officer,Commonwealth,76561,30/12/2018
APS 6,Senior Officer,Commonwealth,89449,30/12/2018
EL 1,Principal Officer,Commonwealth,111633,30/12/2018
EL 2,Manager,Commonwealth,138195,30/12/2018
Graduate,Junior Officer,Commonwealth,65133,30/12/2018
APS 1,Junior Officer,Commonwealth,49460,31/12/2018
APS 2,Junior Officer,Commonwealth,56694,31/12/2018
APS 3,Junior Officer,Commonwealth,63952,31/12/2018
APS 4,Officer,Commonwealth,72531,31/12/2018
APS 5,Officer,Commonwealth,78092,31/12/2018
APS 6,Senior Officer,Commonwealth,91238,31/12/2018
EL 1,Principal Officer,Commonwealth,113866,31/12/2018
EL 2,Manager,Commonwealth,140680,31/12/2018
Graduate,Junior Officer,Commonwealth,63030,31/12/2018
APS 1,Junior Officer,Commonwealth,49460,30/12/2019
APS 2,Junior Officer,Commonwealth,56694,30/12/2019
APS 3,Junior Officer,Commonwealth,63952,30/12/2019
APS 4,Officer,Commonwealth,72531,30/12/2019
APS 5,Officer,Commonwealth,78092,30/12/2019
APS 6,Senior Officer,Commonwealth,91238,30/12/2019
EL 1,Principal Officer,Commonwealth,113866,30/12/2019
EL 2,Manager,Commonwealth,140680,30/12/2019
Graduate,Junior Officer,Commonwealth,63030,30/12/2019
APS 1,Junior Officer,Commonwealth,48521,31/12/2019
APS 2,Junior Officer,Commonwealth,57925,31/12/2019
APS 3,Junior Officer,Commonwealth,64799,31/12/2019
APS 4,Officer,Commonwealth,73256,31/12/2019
APS 5,Officer,Commonwealth,78873,31/12/2019
APS 6,Senior Officer,Commonwealth,92150,31/12/2019
EL 1,Principal Officer,Commonwealth,115005,31/12/2019
EL 2,Manager,Commonwealth,142556,31/12/2019
Graduate,Junior Officer,Commonwealth,66443,31/12/2019
APS 1,Junior Officer,Commonwealth,48521,30/12/2020
APS 2,Junior Officer,Commonwealth,57925,30/12/2020
APS 3,Junior Officer,Commonwealth,64799,30/12/2020
APS 4,Officer,Commonwealth,73256,30/12/2020
APS 5,Officer,Commonwealth,78873,30/12/2020
APS 6,Senior Officer,Commonwealth,92150,30/12/2020
EL 1,Principal Officer,Commonwealth,115005,30/12/2020
EL 2,Manager,Commonwealth,142556,30/12/2020
Graduate,Junior Officer,Commonwealth,66443,30/12/2020
APS 1,Junior Officer,Commonwealth,51484,31/12/2020
APS 2,Junior Officer,Commonwealth,57122,31/12/2020
APS 3,Junior Officer,Commonwealth,65270,31/12/2020
APS 4,Officer,Commonwealth,73472,31/12/2020
APS 5,Officer,Commonwealth,79725,31/12/2020
APS 6,Senior Officer,Commonwealth,93112,31/12/2020
EL 1,Principal Officer,Commonwealth,115762,31/12/2020
EL 2,Manager,Commonwealth,144837,31/12/2020
Graduate,Junior Officer,Commonwealth,66313,31/12/2020
APS 1,Junior Officer,Commonwealth,51484,30/12/2021
APS 2,Junior Officer,Commonwealth,57122,30/12/2021
APS 3,Junior Officer,Commonwealth,65270,30/12/2021
APS 4,Officer,Commonwealth,73472,30/12/2021
APS 5,Officer,Commonwealth,79725,30/12/2021
APS 6,Senior Officer,Commonwealth,93112,30/12/2021
EL 1,Principal Officer,Commonwealth,115762,30/12/2021
EL 2,Manager,Commonwealth,144837,30/12/2021
Graduate,Junior Officer,Commonwealth,66313,30/12/2021
APS 1,Junior Officer,Commonwealth,52792,31/12/2021
APS 2,Junior Officer,Commonwealth,58059,31/12/2021
APS 3,Junior Officer,Commonwealth,66563,31/12/2021
APS 4,Officer,Commonwealth,76103,31/12/2021
APS 5,Officer,Commonwealth,82059,31/12/2021
APS 6,Senior Officer,Commonwealth,95873,31/12/2021
EL 1,Principal Officer,Commonwealth,119651,31/12/2021
EL 2,Manager,Commonwealth,148315,31/12/2021
Graduate,Junior Officer,Commonwealth,67661,31/12/2021
1.1,Junior Officer,NSW,58687,1/07/2015
1.2,Junior Officer,NSW,60411,1/07/2015
2.1,Junior Officer,NSW,62097,1/07/2015
2.2,Junior Officer,NSW,63801,1/07/2015
3.1,Junior Officer,NSW,65608,1/07/2015
3.2,Junior Officer,NSW,67586,1/07/2015
4.1,Junior Officer,NSW,69696,1/07/2015
4.2,Junior Officer,NSW,71839,1/07/2015
5.1,Officer,NSW,77448,1/07/2015
5.2,Officer,NSW,79891,1/07/2015
6.1,Officer,NSW,83022,1/07/2015
6.2,Officer,NSW,85455,1/07/2015
7.1,Officer,NSW,88015,1/07/2015
7.2,Officer,NSW,90646,1/07/2015
8.1,Officer,NSW,94423,1/07/2015
8.2,Officer,NSW,97426,1/07/2015
9.1,Senior Officer,NSW,100330,1/07/2015
9.2,Senior Officer,NSW,103151,1/07/2015
10.1,Senior Officer,NSW,107362,1/07/2015
10.2,Senior Officer,NSW,110560,1/07/2015
11.1,Manager,NSW,116042,1/07/2015
11.1,Principal Officer,NSW,116042,1/07/2015
11.2,Manager,NSW,120961,1/07/2015
11.2,Principal Officer,NSW,120961,1/07/2015
12.1,Manager,NSW,128538,1/07/2015
12.1,Principal Officer,NSW,128538,1/07/2015
12.2,Manager,NSW,134202,1/07/2015
12.2,Principal Officer,NSW,134202,1/07/2015
1.1,Junior Officer,NSW,58687,30/06/2016
1.2,Junior Officer,NSW,60411,30/06/2016
2.1,Junior Officer,NSW,62097,30/06/2016
2.2,Junior Officer,NSW,63801,30/06/2016
3.1,Junior Officer,NSW,65608,30/06/2016
3.2,Junior Officer,NSW,67586,30/06/2016
4.1,Junior Officer,NSW,69696,30/06/2016
4.2,Junior Officer,NSW,71839,30/06/2016
5.1,Officer,NSW,77448,30/06/2016
5.2,Officer,NSW,79891,30/06/2016
6.1,Officer,NSW,83022,30/06/2016
6.2,Officer,NSW,85455,30/06/2016
7.1,Officer,NSW,88015,30/06/2016
7.2,Officer,NSW,90646,30/06/2016
8.1,Officer,NSW,94423,30/06/2016
8.2,Officer,NSW,97426,30/06/2016
9.1,Senior Officer,NSW,100330,30/06/2016
9.2,Senior Officer,NSW,103151,30/06/2016
10.1,Senior Officer,NSW,107362,30/06/2016
10.2,Senior Officer,NSW,110560,30/06/2016
11.1,Manager,NSW,116042,30/06/2016
11.1,Principal Officer,NSW,116042,30/06/2016
11.2,Manager,NSW,120961,30/06/2016
11.2,Principal Officer,NSW,120961,30/06/2016
12.1,Manager,NSW,128538,30/06/2016
12.1,Principal Officer,NSW,128538,30/06/2016
12.2,Manager,NSW,134202,30/06/2016
12.2,Principal Officer,NSW,134202,30/06/2016
1.1,Junior Officer,NSW,60154,1/07/2016
1.2,Junior Officer,NSW,61921,1/07/2016
2.1,Junior Officer,NSW,63649,1/07/2016
2.2,Junior Officer,NSW,65396,1/07/2016
3.1,Junior Officer,NSW,67248,1/07/2016
3.2,Junior Officer,NSW,69276,1/07/2016
4.1,Junior Officer,NSW,71438,1/07/2016
4.2,Junior Officer,NSW,73635,1/07/2016
5.1,Officer,NSW,79384,1/07/2016
5.2,Officer,NSW,81888,1/07/2016
6.1,Officer,NSW,85098,1/07/2016
6.2,Officer,NSW,87591,1/07/2016
7.1,Officer,NSW,90215,1/07/2016
7.2,Officer,NSW,92912,1/07/2016
8.1,Officer,NSW,96784,1/07/2016
8.2,Officer,NSW,99862,1/07/2016
9.1,Senior Officer,NSW,102838,1/07/2016
9.2,Senior Officer,NSW,105730,1/07/2016
10.1,Senior Officer,NSW,110046,1/07/2016
10.2,Senior Officer,NSW,113324,1/07/2016
11.1,Manager,NSW,118943,1/07/2016
11.1,Principal Officer,NSW,118943,1/07/2016
11.2,Manager,NSW,123985,1/07/2016
11.2,Principal Officer,NSW,123985,1/07/2016
12.1,Manager,NSW,131751,1/07/2016
